,VOLUMN1,VOLUMN2,VOLUMN3,VOLUMN4,VOLUMN5,VOLUMN6,VOLUMN7,VOLUMN8,VOLUMN9,VOLUMN10,PRICE1,PRICE2,PRICE3,PRICE4,PRICE5,PRICE6,PRICE7,PRICE8,PRICE9,PRICE10
20171020T1,300.0,290.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T2,300.0,260.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,70.45,0.0,0.0,0.0,0.0,0.0,0.0
20171020T3,300.0,280.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,70.45,0.0,0.0,0.0,0.0,0.0,0.0
20171020T4,300.0,310.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T5,300.0,340.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T6,300.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T7,300.0,350.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T8,300.0,330.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T9,300.0,320.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T10,300.0,300.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,70.45,0.0,0.0,0.0,0.0,0.0,0.0
20171020T11,300.0,280.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,70.45,0.0,0.0,0.0,0.0,0.0,0.0
20171020T12,300.0,330.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T13,250.0,50.0,350.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T14,250.0,50.0,350.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T15,250.0,50.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T16,250.0,50.0,350.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T17,250.0,50.0,350.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T18,250.0,50.0,350.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T19,250.0,50.0,350.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T20,250.0,50.0,340.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T21,250.0,50.0,330.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T22,250.0,50.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T23,250.0,50.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T24,250.0,50.0,310.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T25,250.0,50.0,310.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T26,250.0,50.0,330.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T27,250.0,50.0,350.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0
20171020T28,250.0,50.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T29,250.0,50.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T30,250.0,50.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T31,250.0,50.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T32,250.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T33,250.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T34,250.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T35,250.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T36,250.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T37,250.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T38,250.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T39,250.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T40,250.0,50.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,0.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T41,300.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T42,300.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T43,300.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T44,300.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T45,300.0,330.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T46,300.0,310.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T47,300.0,310.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020T48,300.0,300.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171021T1,300.0,310.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171021T2,300.0,330.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171021T3,300.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171021T4,300.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171021T5,300.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171021T6,300.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171021T7,300.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171021T8,300.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171021T9,300.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171021T10,300.0,330.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,57.12,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
